year,quarter,nhs_health_board,location,admission_type,episodes,length_of_episode,average_length_of_episode,stays,length_of_stay,average_length_of_stay,pre_post_covid
2021,4,Forth Valley,V217H,Elective Inpatients,620,992,1.6,630,1446,2.295238095,post
2022,1,Forth Valley,V217H,Elective Inpatients,535,904,1.689719626,540,1127,2.087037037,post
2022,2,Forth Valley,V217H,Elective Inpatients,715,1199,1.676923077,725,1482,2.044137931,post
2022,3,Forth Valley,V217H,Elective Inpatients,736,1015,1.379076087,745,1127,1.512751678,post
2017,3,Forth Valley,S08000019,Elective Inpatients,657,1248,1.899543379,664,2002,3.015060241,pre
2017,4,Forth Valley,S08000019,Elective Inpatients,631,1280,2.028526149,641,2058,3.210608424,pre
2018,1,Forth Valley,S08000019,Elective Inpatients,668,1262,1.889221557,668,1919,2.872754491,pre
2018,2,Forth Valley,S08000019,Elective Inpatients,641,1336,2.08424337,651,2217,3.405529954,pre
2018,3,Forth Valley,S08000019,Elective Inpatients,579,1174,2.027633851,576,1519,2.637152778,pre
2018,4,Forth Valley,S08000019,Elective Inpatients,709,1430,2.016925247,717,2048,2.856345886,pre
2019,1,Forth Valley,S08000019,Elective Inpatients,651,1352,2.076804916,652,1867,2.863496933,pre
2019,2,Forth Valley,S08000019,Elective Inpatients,788,1284,1.629441624,805,1784,2.216149068,pre
2019,3,Forth Valley,S08000019,Elective Inpatients,762,1398,1.834645669,768,1967,2.561197917,pre
2019,4,Forth Valley,S08000019,Elective Inpatients,757,1249,1.64993395,770,1621,2.105194805,pre
2020,1,Forth Valley,S08000019,Elective Inpatients,690,1050,1.52173913,708,1331,1.879943503,post
2020,2,Forth Valley,S08000019,Elective Inpatients,157,268,1.707006369,160,402,2.5125,post
2020,3,Forth Valley,S08000019,Elective Inpatients,500,897,1.794,497,1032,2.076458753,post
2020,4,Forth Valley,S08000019,Elective Inpatients,627,1042,1.661881978,642,1331,2.073208723,post
2021,1,Forth Valley,S08000019,Elective Inpatients,390,669,1.715384615,392,757,1.931122449,post
2021,2,Forth Valley,S08000019,Elective Inpatients,708,1328,1.875706215,714,1411,1.976190476,post
2021,3,Forth Valley,S08000019,Elective Inpatients,586,1215,2.07337884,597,1444,2.418760469,post
2021,4,Forth Valley,S08000019,Elective Inpatients,627,1024,1.633173844,633,1478,2.334913112,post
2022,1,Forth Valley,S08000019,Elective Inpatients,537,958,1.783985102,542,1181,2.17896679,post
2022,2,Forth Valley,S08000019,Elective Inpatients,719,1199,1.66759388,727,1482,2.038514443,post
2022,3,Forth Valley,S08000019,Elective Inpatients,757,1015,1.340819022,766,1127,1.471279373,post
2017,3,Grampian,N101H,Elective Inpatients,2272,5590,2.460387324,2285,8828,3.86345733,pre
2017,4,Grampian,N101H,Elective Inpatients,2128,5116,2.404135338,2152,8995,4.179832714,pre
2018,1,Grampian,N101H,Elective Inpatients,1773,4519,2.548787366,1780,7982,4.484269663,pre
2018,2,Grampian,N101H,Elective Inpatients,2157,5226,2.422809458,2161,8722,4.036094401,pre
2018,3,Grampian,N101H,Elective Inpatients,2043,4876,2.386686246,2068,8515,4.117504836,pre
2018,4,Grampian,N101H,Elective Inpatients,2158,5264,2.439295644,2185,8854,4.052173913,pre
2019,1,Grampian,N101H,Elective Inpatients,2002,4829,2.412087912,2000,7193,3.5965,pre
2019,2,Grampian,N101H,Elective Inpatients,2176,4994,2.295036765,2182,8250,3.780934922,pre
2019,3,Grampian,N101H,Elective Inpatients,2258,5226,2.314437555,2278,8845,3.882791923,pre
2019,4,Grampian,N101H,Elective Inpatients,2086,4667,2.237296261,2133,7477,3.505391467,pre
2020,1,Grampian,N101H,Elective Inpatients,1732,3975,2.295034642,1783,7144,4.00673023,post
2020,2,Grampian,N101H,Elective Inpatients,833,2177,2.613445378,830,3980,4.795180723,post
2020,3,Grampian,N101H,Elective Inpatients,1281,3159,2.466042155,1316,5450,4.141337386,post
2020,4,Grampian,N101H,Elective Inpatients,1459,3694,2.531871145,1505,6169,4.099003322,post
2021,1,Grampian,N101H,Elective Inpatients,1114,2819,2.530520646,1125,4681,4.160888889,post
2021,2,Grampian,N101H,Elective Inpatients,1559,3725,2.389352149,1585,6465,4.078864353,post
2021,3,Grampian,N101H,Elective Inpatients,1467,3660,2.494887526,1506,6176,4.100929615,post
2021,4,Grampian,N101H,Elective Inpatients,1422,3305,2.32419128,1468,5697,3.880790191,post
2022,1,Grampian,N101H,Elective Inpatients,1504,3569,2.373005319,1528,5644,3.693717277,post
2022,2,Grampian,N101H,Elective Inpatients,1730,3895,2.251445087,1744,6295,3.609518349,post
2022,3,Grampian,N101H,Elective Inpatients,1677,3987,2.37745975,1723,6484,3.763203714,post
2017,3,Grampian,N411H,Elective Inpatients,284,736,2.591549296,285,1053,3.694736842,pre
2017,4,Grampian,N411H,Elective Inpatients,314,772,2.458598726,315,1006,3.193650794,pre
2018,1,Grampian,N411H,Elective Inpatients,274,660,2.408759124,275,855,3.109090909,pre
2018,2,Grampian,N411H,Elective Inpatients,319,659,2.065830721,320,935,2.921875,pre
2018,3,Grampian,N411H,Elective Inpatients,318,696,2.188679245,325,844,2.596923077,pre
2018,4,Grampian,N411H,Elective Inpatients,318,627,1.971698113,321,905,2.819314642,pre
2019,1,Grampian,N411H,Elective Inpatients,295,597,2.023728814,300,1046,3.486666667,pre
2019,2,Grampian,N411H,Elective Inpatients,347,564,1.625360231,350,802,2.291428571,pre
2019,3,Grampian,N411H,Elective Inpatients,281,546,1.943060498,285,767,2.69122807,pre
2019,4,Grampian,N411H,Elective Inpatients,233,418,1.793991416,240,832,3.466666667,pre
2020,1,Grampian,N411H,Elective Inpatients,220,307,1.395454545,220,428,1.945454545,post
2020,2,Grampian,N411H,Elective Inpatients,72,50,0.694444444,75,62,0.826666667,post
2020,3,Grampian,N411H,Elective Inpatients,155,92,0.593548387,155,110,0.709677419,post
2020,4,Grampian,N411H,Elective Inpatients,221,411,1.859728507,225,508,2.257777778,post
2021,1,Grampian,N411H,Elective Inpatients,110,158,1.436363636,115,225,1.956521739,post
2021,2,Grampian,N411H,Elective Inpatients,55,60,1.090909091,60,89,1.483333333,post
2021,3,Grampian,N411H,Elective Inpatients,54,97,1.796296296,55,122,2.218181818,post
2021,4,Grampian,N411H,Elective Inpatients,64,132,2.0625,65,240,3.692307692,post
2022,1,Grampian,N411H,Elective Inpatients,65,127,1.953846154,70,175,2.5,post
2022,2,Grampian,N411H,Elective Inpatients,75,161,2.146666667,75,184,2.453333333,post
2022,3,Grampian,N411H,Elective Inpatients,30,56,1.866666667,35,81,2.314285714,post
2017,3,Grampian,S08000020,Elective Inpatients,3174,7551,2.379017013,3202,12463,3.892254841,pre
2017,4,Grampian,S08000020,Elective Inpatients,3078,7289,2.368096166,3106,11975,3.855441082,pre
2018,1,Grampian,S08000020,Elective Inpatients,2650,6460,2.437735849,2656,10873,4.09375,pre
2018,2,Grampian,S08000020,Elective Inpatients,3182,7365,2.314582024,3190,12024,3.769278997,pre
2018,3,Grampian,S08000020,Elective Inpatients,3023,6852,2.26662256,3053,11586,3.794955781,pre
2018,4,Grampian,S08000020,Elective Inpatients,3171,7184,2.265531378,3214,11773,3.663036714,pre
2019,1,Grampian,S08000020,Elective Inpatients,2981,6654,2.232136867,2977,10023,3.366812227,pre
2019,2,Grampian,S08000020,Elective Inpatients,3157,6763,2.14222363,3170,11200,3.533123028,pre
2019,3,Grampian,S08000020,Elective Inpatients,3189,6896,2.162433365,3218,11361,3.530453698,pre
2019,4,Grampian,S08000020,Elective Inpatients,2987,6201,2.075995983,3054,10272,3.36345776,pre
2020,1,Grampian,S08000020,Elective Inpatients,2607,5578,2.139624089,2664,9539,3.580705706,post
2020,2,Grampian,S08000020,Elective Inpatients,1058,2507,2.369565217,1056,4439,4.203598485,post
2020,3,Grampian,S08000020,Elective Inpatients,1658,3630,2.189384801,1693,6137,3.624926167,post
2020,4,Grampian,S08000020,Elective Inpatients,2121,4919,2.319189062,2170,7894,3.637788018,post
2021,1,Grampian,S08000020,Elective Inpatients,1451,3456,2.381805651,1469,5690,3.873383254,post
2021,2,Grampian,S08000020,Elective Inpatients,2099,4624,2.202953788,2129,7967,3.742132457,post
2021,3,Grampian,S08000020,Elective Inpatients,2070,4761,2.3,2110,7845,3.718009479,post
2021,4,Grampian,S08000020,Elective Inpatients,1939,4329,2.232594121,2000,7350,3.675,post
2022,1,Grampian,S08000020,Elective Inpatients,2073,4593,2.215629522,2096,7323,3.49379771,post
2022,2,Grampian,S08000020,Elective Inpatients,2345,5112,2.179957356,2358,8110,3.439355386,post
2022,3,Grampian,S08000020,Elective Inpatients,2211,4909,2.220262325,2272,8518,3.749119718,post
2017,3,Greater Glasgow and Clyde,G107H,Elective Inpatients,2061,4291,2.08199903,2105,7742,3.677909739,pre
2017,4,Greater Glasgow and Clyde,G107H,Elective Inpatients,2366,5590,2.362637363,2393,9145,3.821562892,pre
2018,1,Greater Glasgow and Clyde,G107H,Elective Inpatients,2083,4729,2.270283245,2076,8419,4.05539499,pre
2018,2,Greater Glasgow and Clyde,G107H,Elective Inpatients,2198,4552,2.070973612,2207,7449,3.375169914,pre
2018,3,Greater Glasgow and Clyde,G107H,Elective Inpatients,2023,4123,2.038062284,2041,6337,3.104850563,pre
2018,4,Greater Glasgow and Clyde,G107H,Elective Inpatients,1976,4096,2.072874494,1996,6864,3.438877756,pre
2019,1,Greater Glasgow and Clyde,G107H,Elective Inpatients,2124,4006,1.88606403,2116,6731,3.18100189,pre
2019,2,Greater Glasgow and Clyde,G107H,Elective Inpatients,2012,3917,1.946819085,2017,6722,3.332672286,pre
2019,3,Greater Glasgow and Clyde,G107H,Elective Inpatients,1944,3567,1.834876543,1948,6561,3.368069815,pre
2019,4,Greater Glasgow and Clyde,G107H,Elective Inpatients,2077,3863,1.859894078,2088,6219,2.978448276,pre
2020,1,Greater Glasgow and Clyde,G107H,Elective Inpatients,1905,3470,1.82152231,1908,5718,2.996855346,post
2020,2,Greater Glasgow and Clyde,G107H,Elective Inpatients,799,1617,2.023779725,790,2496,3.159493671,post
2020,3,Greater Glasgow and Clyde,G107H,Elective Inpatients,1512,3042,2.011904762,1504,4998,3.323138298,post
2020,4,Greater Glasgow and Clyde,G107H,Elective Inpatients,1297,3035,2.34001542,1321,4830,3.656320969,post
2021,1,Greater Glasgow and Clyde,G107H,Elective Inpatients,998,2668,2.673346693,992,3630,3.659274194,post
2021,2,Greater Glasgow and Clyde,G107H,Elective Inpatients,1421,3035,2.135819845,1414,5082,3.594059406,post
2021,3,Greater Glasgow and Clyde,G107H,Elective Inpatients,1289,2550,1.978277735,1294,4392,3.394126739,post
2021,4,Greater Glasgow and Clyde,G107H,Elective Inpatients,1202,2473,2.057404326,1216,4838,3.978618421,post
2022,1,Greater Glasgow and Clyde,G107H,Elective Inpatients,957,1780,1.859979101,948,3460,3.64978903,post
2022,2,Greater Glasgow and Clyde,G107H,Elective Inpatients,1111,2334,2.100810081,1106,4233,3.827305606,post
2022,3,Greater Glasgow and Clyde,G107H,Elective Inpatients,1566,3283,2.09642401,1564,6081,3.888107417,post
2017,3,Greater Glasgow and Clyde,C313H,Elective Inpatients,468,1048,2.239316239,480,1400,2.916666667,pre
2017,4,Greater Glasgow and Clyde,C313H,Elective Inpatients,451,1209,2.680709534,465,1528,3.286021505,pre
2018,1,Greater Glasgow and Clyde,C313H,Elective Inpatients,430,852,1.981395349,442,1215,2.748868778,pre
2018,2,Greater Glasgow and Clyde,C313H,Elective Inpatients,485,1055,2.175257732,499,1524,3.054108216,pre
2018,3,Greater Glasgow and Clyde,C313H,Elective Inpatients,418,971,2.322966507,423,1256,2.969267139,pre
2018,4,Greater Glasgow and Clyde,C313H,Elective Inpatients,456,1227,2.690789474,475,1701,3.581052632,pre
2019,1,Greater Glasgow and Clyde,C313H,Elective Inpatients,425,964,2.268235294,435,1266,2.910344828,pre
2019,2,Greater Glasgow and Clyde,C313H,Elective Inpatients,372,884,2.376344086,387,1165,3.010335917,pre
2019,3,Greater Glasgow and Clyde,C313H,Elective Inpatients,334,823,2.464071856,350,1295,3.7,pre
2019,4,Greater Glasgow and Clyde,C313H,Elective Inpatients,362,1053,2.908839779,370,1163,3.143243243,pre
2020,1,Greater Glasgow and Clyde,C313H,Elective Inpatients,287,800,2.787456446,295,1387,4.701694915,post
2020,2,Greater Glasgow and Clyde,C313H,Elective Inpatients,24,114,4.75,25,110,4.4,post
2020,3,Greater Glasgow and Clyde,C313H,Elective Inpatients,120,248,2.066666667,125,451,3.608,post
2020,4,Greater Glasgow and Clyde,C313H,Elective Inpatients,262,547,2.08778626,275,893,3.247272727,post
2021,1,Greater Glasgow and Clyde,C313H,Elective Inpatients,219,782,3.570776256,220,977,4.440909091,post
2021,2,Greater Glasgow and Clyde,C313H,Elective Inpatients,292,806,2.760273973,305,1077,3.531147541,post
2021,3,Greater Glasgow and Clyde,C313H,Elective Inpatients,241,693,2.875518672,240,917,3.820833333,post
2021,4,Greater Glasgow and Clyde,C313H,Elective Inpatients,311,743,2.389067524,330,1242,3.763636364,post
2022,1,Greater Glasgow and Clyde,C313H,Elective Inpatients,213,537,2.521126761,215,897,4.172093023,post
2022,2,Greater Glasgow and Clyde,C313H,Elective Inpatients,220,596,2.709090909,235,884,3.761702128,post
2022,3,Greater Glasgow and Clyde,C313H,Elective Inpatients,395,1201,3.040506329,405,1453,3.587654321,post
2017,3,Greater Glasgow and Clyde,G306H,Elective Inpatients,234,231,0.987179487,260,406,1.561538462,pre
2017,4,Greater Glasgow and Clyde,G306H,Elective Inpatients,224,220,0.982142857,259,567,2.189189189,pre
2018,1,Greater Glasgow and Clyde,G306H,Elective Inpatients,250,243,0.972,274,425,1.551094891,pre
2018,2,Greater Glasgow and Clyde,G306H,Elective Inpatients,237,227,0.957805907,267,403,1.509363296,pre
2018,3,Greater Glasgow and Clyde,G306H,Elective Inpatients,200,192,0.96,225,369,1.64,pre
2018,4,Greater Glasgow and Clyde,G306H,Elective Inpatients,200,176,0.88,225,374,1.662222222,pre
2019,1,Greater Glasgow and Clyde,G306H,Elective Inpatients,225,195,0.866666667,248,419,1.689516129,pre
2019,2,Greater Glasgow and Clyde,G306H,Elective Inpatients,229,174,0.759825328,245,464,1.893877551,pre
2019,3,Greater Glasgow and Clyde,G306H,Elective Inpatients,262,178,0.679389313,275,266,0.967272727,pre
2019,4,Greater Glasgow and Clyde,G306H,Elective Inpatients,253,205,0.81027668,270,505,1.87037037,pre
2020,1,Greater Glasgow and Clyde,G306H,Elective Inpatients,205,135,0.658536585,220,341,1.55,post
2020,2,Greater Glasgow and Clyde,G306H,Elective Inpatients,5,0,0,5,25,5,post
2020,3,Greater Glasgow and Clyde,G306H,Elective Inpatients,67,70,1.044776119,82,174,2.12195122,post
2020,4,Greater Glasgow and Clyde,G306H,Elective Inpatients,113,91,0.805309735,125,157,1.256,post
2021,1,Greater Glasgow and Clyde,G306H,Elective Inpatients,55,415,7.545454545,62,468,7.548387097,post
2021,2,Greater Glasgow and Clyde,G306H,Elective Inpatients,149,113,0.758389262,163,297,1.82208589,post
2021,3,Greater Glasgow and Clyde,G306H,Elective Inpatients,105,222,2.114285714,115,262,2.27826087,post
2021,4,Greater Glasgow and Clyde,G306H,Elective Inpatients,34,289,8.5,46,337,7.326086957,post
2022,1,Greater Glasgow and Clyde,G306H,Elective Inpatients,55,82,1.490909091,75,207,2.76,post
2022,2,Greater Glasgow and Clyde,G306H,Elective Inpatients,50,30,0.6,60,89,1.483333333,post
2022,3,Greater Glasgow and Clyde,G306H,Elective Inpatients,72,31,0.430555556,85,143,1.682352941,post
2017,3,Greater Glasgow and Clyde,S08000031,Elective Inpatients,10933,30209,2.763102534,10978,42409,3.863089816,pre
2017,4,Greater Glasgow and Clyde,S08000031,Elective Inpatients,11191,29738,2.657313913,11327,42146,3.720844001,pre
2018,1,Greater Glasgow and Clyde,S08000031,Elective Inpatients,10594,26293,2.481876534,10624,38843,3.656155873,pre
2018,2,Greater Glasgow and Clyde,S08000031,Elective Inpatients,11171,28404,2.542655089,11219,40050,3.569836884,pre
2018,3,Greater Glasgow and Clyde,S08000031,Elective Inpatients,10632,27393,2.576467269,10710,37197,3.473109244,pre
2018,4,Greater Glasgow and Clyde,S08000031,Elective Inpatients,9877,25690,2.600992204,9983,36887,3.694981468,pre
2019,1,Greater Glasgow and Clyde,S08000031,Elective Inpatients,10404,26614,2.558054594,10427,35807,3.434065407,pre
2019,2,Greater Glasgow and Clyde,S08000031,Elective Inpatients,10270,25728,2.505160662,10342,37778,3.652871785,pre
2019,3,Greater Glasgow and Clyde,S08000031,Elective Inpatients,10096,25178,2.493858954,10148,35600,3.50808041,pre
2019,4,Greater Glasgow and Clyde,S08000031,Elective Inpatients,10293,25347,2.462547362,10376,35073,3.380204318,pre
2020,1,Greater Glasgow and Clyde,S08000031,Elective Inpatients,9733,22679,2.330114045,9796,32367,3.304103716,post
2020,2,Greater Glasgow and Clyde,S08000031,Elective Inpatients,3473,9737,2.803627987,3447,13963,4.050768784,post
2020,3,Greater Glasgow and Clyde,S08000031,Elective Inpatients,6588,15880,2.41044323,6591,22752,3.451979973,post
2020,4,Greater Glasgow and Clyde,S08000031,Elective Inpatients,7677,18105,2.358343103,7776,25680,3.302469136,post
2021,1,Greater Glasgow and Clyde,S08000031,Elective Inpatients,6487,16317,2.515338369,6496,21866,3.366071429,post
2021,2,Greater Glasgow and Clyde,S08000031,Elective Inpatients,8174,19917,2.436628334,8199,27580,3.363824857,post
2021,3,Greater Glasgow and Clyde,S08000031,Elective Inpatients,7402,20183,2.726695488,7431,27821,3.743910645,post
2021,4,Greater Glasgow and Clyde,S08000031,Elective Inpatients,6737,16461,2.443372421,6820,24498,3.592082111,post
2022,1,Greater Glasgow and Clyde,S08000031,Elective Inpatients,6796,15897,2.3391701,6766,22481,3.322642625,post
2022,2,Greater Glasgow and Clyde,S08000031,Elective Inpatients,6749,16752,2.482145503,6774,24066,3.552701506,post
2022,3,Greater Glasgow and Clyde,S08000031,Elective Inpatients,8110,19035,2.347102343,8158,28635,3.510051483,post
2017,3,Greater Glasgow and Clyde,G405H,Elective Inpatients,3949,12443,3.150924285,3916,17974,4.58988764,pre
2017,4,Greater Glasgow and Clyde,G405H,Elective Inpatients,3960,11378,2.873232323,3965,17120,4.31778058,pre
2018,1,Greater Glasgow and Clyde,G405H,Elective Inpatients,3564,10044,2.818181818,3539,16354,4.621079401,pre
2018,2,Greater Glasgow and Clyde,G405H,Elective Inpatients,3683,10811,2.935378767,3665,17012,4.641746248,pre
2018,3,Greater Glasgow and Clyde,G405H,Elective Inpatients,3766,11792,3.131173659,3755,16770,4.466045273,pre
2018,4,Greater Glasgow and Clyde,G405H,Elective Inpatients,3386,11274,3.329592439,3399,16372,4.816710797,pre
2019,1,Greater Glasgow and Clyde,G405H,Elective Inpatients,3600,11515,3.198611111,3568,15306,4.289798206,pre
2019,2,Greater Glasgow and Clyde,G405H,Elective Inpatients,3672,11676,3.179738562,3669,17927,4.886072499,pre
2019,3,Greater Glasgow and Clyde,G405H,Elective Inpatients,3615,11560,3.197786999,3608,16444,4.557649667,pre
2019,4,Greater Glasgow and Clyde,G405H,Elective Inpatients,3705,10961,2.958434548,3711,15260,4.112099165,pre
2020,1,Greater Glasgow and Clyde,G405H,Elective Inpatients,3255,10206,3.135483871,3249,15042,4.629732225,post
2020,2,Greater Glasgow and Clyde,G405H,Elective Inpatients,1166,3639,3.120926244,1147,5922,5.163034002,post
2020,3,Greater Glasgow and Clyde,G405H,Elective Inpatients,2243,6381,2.844850646,2221,9193,4.13912652,post
2020,4,Greater Glasgow and Clyde,G405H,Elective Inpatients,2555,7893,3.089236791,2565,11643,4.539181287,post
2021,1,Greater Glasgow and Clyde,G405H,Elective Inpatients,2347,6561,2.795483596,2327,9496,4.080790718,post
2021,2,Greater Glasgow and Clyde,G405H,Elective Inpatients,2876,8805,3.061543811,2874,12752,4.437021573,post
2021,3,Greater Glasgow and Clyde,G405H,Elective Inpatients,2487,8978,3.609971854,2489,13242,5.320208919,post
2021,4,Greater Glasgow and Clyde,G405H,Elective Inpatients,2152,6713,3.119423792,2173,10485,4.825126553,post
2022,1,Greater Glasgow and Clyde,G405H,Elective Inpatients,2346,6898,2.940323956,2298,9287,4.0413402960000004,post
2022,2,Greater Glasgow and Clyde,G405H,Elective Inpatients,2385,7262,3.044863732,2359,10803,4.579482832,post
2022,3,Greater Glasgow and Clyde,G405H,Elective Inpatients,2744,7785,2.837099125,2753,11991,4.35561206,post
2017,3,Greater Glasgow and Clyde,C418H,Elective Inpatients,1095,2531,2.311415525,1090,4100,3.76146789,pre
2017,4,Greater Glasgow and Clyde,C418H,Elective Inpatients,937,2160,2.305229456,967,3048,3.152016546,pre
