Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2018Q3,,S08000019,,S08000019,d,Elective Inpatients,,1401,3773,2.693076374,,1389,5401,3.888408927,
2018Q4,,S08000019,,S08000019,d,Elective Inpatients,,1521,3830,2.51808021,,1514,5341,3.527741083,
2019Q1,,S08000019,,S08000019,d,Elective Inpatients,,1422,4309,3.0302391,,1400,5731,4.093571429,
2019Q2,,S08000019,,S08000019,d,Elective Inpatients,,1540,3615,2.347402597,,1530,5207,3.403267974,
2019Q3,,S08000019,,S08000019,d,Elective Inpatients,,1498,3788,2.52870494,,1498,5364,3.580774366,
2019Q4,,S08000019,,S08000019,d,Elective Inpatients,,1423,3539,2.486999297,,1438,5172,3.596662031,
2020Q1,,S08000019,,S08000019,d,Elective Inpatients,,1303,3087,2.36914812,,1303,4579,3.514198005,
2020Q2,,S08000019,,S08000019,d,Elective Inpatients,,428,1232,2.878504673,,419,2057,4.909307876,
2020Q3,,S08000019,,S08000019,d,Elective Inpatients,,957,2362,2.468129572,,939,3269,3.481363152,
2020Q4,,S08000019,,S08000019,d,Elective Inpatients,,1122,2880,2.56684492,,1136,3629,3.194542254,
2021Q1,,S08000019,,S08000019,d,Elective Inpatients,,883,2481,2.809739524,,877,3156,3.598631699,
2021Q2,,S08000019,,S08000019,d,Elective Inpatients,,1237,2999,2.424413905,,1229,4247,3.455655004,
2021Q3,,S08000019,,S08000019,d,Elective Inpatients,,1093,3086,2.823421775,,1089,4238,3.89164371,
2021Q4,,S08000019,,S08000019,d,Elective Inpatients,,1064,2748,2.582706767,,1069,4115,3.849391955,
2022Q1,,S08000019,,S08000019,d,Elective Inpatients,,959,2577,2.68717414,,946,3495,3.694503171,
2022Q2,,S08000019,,S08000019,d,Elective Inpatients,,1104,2848,2.579710145,,1102,3710,3.366606171,
2022Q3,p,S08000019,,S08000019,d,Elective Inpatients,,1240,3075,2.47983871,,1244,4110,3.303858521,
2017Q3,,S08000019,,S12000030,,Elective Inpatients,,435,1101,2.531034483,,435,1584,3.64137931,
2017Q4,,S08000019,,S12000030,,Elective Inpatients,,444,1084,2.441441441,,440,1570,3.568181818,
2018Q1,,S08000019,,S12000030,,Elective Inpatients,,416,1163,2.795673077,,415,1471,3.544578313,
2018Q2,,S08000019,,S12000030,,Elective Inpatients,,389,1058,2.719794344,,380,1358,3.573684211,
2018Q3,,S08000019,,S12000030,,Elective Inpatients,,420,917,2.183333333,,410,1638,3.995121951,
2018Q4,,S08000019,,S12000030,,Elective Inpatients,,468,1403,2.997863248,,475,1973,4.153684211,
2019Q1,,S08000019,,S12000030,,Elective Inpatients,,415,1353,3.260240964,,400,1657,4.1425,
2019Q2,,S08000019,,S12000030,,Elective Inpatients,,426,976,2.291079812,,421,1386,3.29216152,
2019Q3,,S08000019,,S12000030,,Elective Inpatients,,456,1310,2.872807018,,453,1801,3.975717439,
2019Q4,,S08000019,,S12000030,,Elective Inpatients,,450,1087,2.415555556,,456,1702,3.73245614,
2020Q1,,S08000019,,S12000030,,Elective Inpatients,,354,654,1.847457627,,352,849,2.411931818,
2020Q2,,S08000019,,S12000030,,Elective Inpatients,,130,301,2.315384615,,127,534,4.204724409,
2020Q3,,S08000019,,S12000030,,Elective Inpatients,,274,631,2.302919708,,268,790,2.947761194,
2020Q4,,S08000019,,S12000030,,Elective Inpatients,,352,890,2.528409091,,356,965,2.710674157,
2021Q1,,S08000019,,S12000030,,Elective Inpatients,,278,621,2.23381295,,276,853,3.09057971,
2021Q2,,S08000019,,S12000030,,Elective Inpatients,,349,805,2.306590258,,342,1010,2.953216374,
2021Q3,,S08000019,,S12000030,,Elective Inpatients,,320,848,2.65,,320,1265,3.953125,
2021Q4,,S08000019,,S12000030,,Elective Inpatients,,326,1120,3.435582822,,326,1301,3.990797546,
2022Q1,,S08000019,,S12000030,,Elective Inpatients,,312,830,2.66025641,,308,1039,3.373376623,
2022Q2,,S08000019,,S12000030,,Elective Inpatients,,337,865,2.566765579,,335,1218,3.635820896,
2022Q3,p,S08000019,,S12000030,,Elective Inpatients,,364,709,1.947802198,,367,1060,2.888283379,
2017Q3,,S08000020,,S12000033,,Elective Inpatients,,1148,2663,2.319686411,,1167,4515,3.868894602,
2017Q4,,S08000020,,S12000033,,Elective Inpatients,,1107,2594,2.343270099,,1115,4252,3.813452915,
2018Q1,,S08000020,,S12000033,,Elective Inpatients,,950,2207,2.323157895,,950,3491,3.674736842,
2018Q2,,S08000020,,S12000033,,Elective Inpatients,,1067,2420,2.268041237,,1060,3939,3.716037736,
2018Q3,,S08000020,,S12000033,,Elective Inpatients,,1075,2319,2.157209302,,1084,3845,3.54704797,
2018Q4,,S08000020,,S12000033,,Elective Inpatients,,1116,2402,2.152329749,,1136,3838,3.378521127,
2019Q1,,S08000020,,S12000033,,Elective Inpatients,,1053,2373,2.253561254,,1051,3503,3.333016175,
2019Q2,,S08000020,,S12000033,,Elective Inpatients,,1096,2354,2.147810219,,1100,3550,3.227272727,
2019Q3,,S08000020,,S12000033,,Elective Inpatients,,1126,2486,2.207815275,,1136,4206,3.702464789,
2019Q4,,S08000020,,S12000033,,Elective Inpatients,,1111,2089,1.880288029,,1130,3523,3.117699115,
2020Q1,,S08000020,,S12000033,,Elective Inpatients,,934,2045,2.189507495,,955,3250,3.403141361,
2020Q2,,S08000020,,S12000033,,Elective Inpatients,,474,1108,2.337552743,,475,1810,3.810526316,
2020Q3,,S08000020,,S12000033,,Elective Inpatients,,670,1395,2.082089552,,685,2386,3.483211679,
2020Q4,,S08000020,,S12000033,,Elective Inpatients,,739,1767,2.391069012,,752,2578,3.428191489,
2021Q1,,S08000020,,S12000033,,Elective Inpatients,,566,1288,2.275618375,,570,2183,3.829824561,
2021Q2,,S08000020,,S12000033,,Elective Inpatients,,790,1568,1.984810127,,795,2312,2.908176101,
2021Q3,,S08000020,,S12000033,,Elective Inpatients,,744,1707,2.294354839,,756,2939,3.887566138,
2021Q4,,S08000020,,S12000033,,Elective Inpatients,,724,1334,1.842541436,,755,2474,3.276821192,
2022Q1,,S08000020,,S12000033,,Elective Inpatients,,762,1567,2.056430446,,762,2561,3.360892388,
2022Q2,,S08000020,,S12000033,,Elective Inpatients,,773,1531,1.980595084,,780,2327,2.983333333,
2022Q3,p,S08000020,,S12000033,,Elective Inpatients,,733,1649,2.249658936,,755,3224,4.270198675,
2017Q3,,S08000020,,S12000034,,Elective Inpatients,,1418,3498,2.466854725,,1425,5633,3.952982456,
2017Q4,,S08000020,,S12000034,,Elective Inpatients,,1326,3075,2.319004525,,1333,4934,3.701425356,
2018Q1,,S08000020,,S12000034,,Elective Inpatients,,1186,2785,2.348229342,,1194,5273,4.416247906,
2018Q2,,S08000020,,S12000034,,Elective Inpatients,,1431,3471,2.42557652,,1440,5295,3.677083333,
2018Q3,,S08000020,,S12000034,,Elective Inpatients,,1342,3004,2.238450075,,1345,4951,3.681040892,
2018Q4,,S08000020,,S12000034,,Elective Inpatients,,1427,3253,2.279607568,,1450,5905,4.072413793,
2019Q1,,S08000020,,S12000034,,Elective Inpatients,,1316,2963,2.251519757,,1297,4517,3.482652274,
2019Q2,,S08000020,,S12000034,,Elective Inpatients,,1376,3282,2.385174419,,1385,5431,3.921299639,
2019Q3,,S08000020,,S12000034,,Elective Inpatients,,1451,3149,2.170227429,,1465,5346,3.649146758,
2019Q4,,S08000020,,S12000034,,Elective Inpatients,,1275,2729,2.140392157,,1305,4257,3.262068966,
2020Q1,,S08000020,,S12000034,,Elective Inpatients,,1165,2389,2.050643777,,1175,3973,3.381276596,
2020Q2,,S08000020,,S12000034,,Elective Inpatients,,541,1177,2.175600739,,533,1834,3.440900563,
2020Q3,,S08000020,,S12000034,,Elective Inpatients,,782,1793,2.292838875,,797,3053,3.830614806,
2020Q4,,S08000020,,S12000034,,Elective Inpatients,,908,2015,2.219162996,,930,3422,3.679569892,
2021Q1,,S08000020,,S12000034,,Elective Inpatients,,692,1552,2.242774566,,693,2650,3.823953824,
2021Q2,,S08000020,,S12000034,,Elective Inpatients,,947,2073,2.189017951,,963,3296,3.422637591,
2021Q3,,S08000020,,S12000034,,Elective Inpatients,,914,1913,2.092997812,,929,3106,3.343379978,
2021Q4,,S08000020,,S12000034,,Elective Inpatients,,854,1951,2.284543326,,873,3432,3.931271478,
2022Q1,,S08000020,,S12000034,,Elective Inpatients,,896,1880,2.098214286,,903,3233,3.580287929,
2022Q2,,S08000020,,S12000034,,Elective Inpatients,,1054,2422,2.297912713,,1067,4029,3.776007498,
2022Q3,p,S08000020,,S12000034,,Elective Inpatients,,1052,2295,2.181558935,,1075,3996,3.717209302,
2017Q3,,S08000020,,S12000020,,Elective Inpatients,,596,1550,2.600671141,,597,2417,4.048576214,
2017Q4,,S08000020,,S12000020,,Elective Inpatients,,623,1596,2.561797753,,630,2442,3.876190476,
2018Q1,,S08000020,,S12000020,,Elective Inpatients,,517,1243,2.404255319,,522,2214,4.24137931,
2018Q2,,S08000020,,S12000020,,Elective Inpatients,,653,1543,2.362940276,,655,2240,3.419847328,
2018Q3,,S08000020,,S12000020,,Elective Inpatients,,563,1261,2.239786856,,572,2057,3.596153846,
2018Q4,,S08000020,,S12000020,,Elective Inpatients,,578,1254,2.169550173,,586,1986,3.389078498,
2019Q1,,S08000020,,S12000020,,Elective Inpatients,,524,1191,2.272900763,,528,1992,3.772727273,
2019Q2,,S08000020,,S12000020,,Elective Inpatients,,631,1178,1.866877971,,625,1851,2.9616,
2019Q3,,S08000020,,S12000020,,Elective Inpatients,,546,1136,2.080586081,,555,1894,3.412612613,
2019Q4,,S08000020,,S12000020,,Elective Inpatients,,510,992,1.945098039,,530,1846,3.483018868,
2020Q1,,S08000020,,S12000020,,Elective Inpatients,,455,834,1.832967033,,465,1747,3.756989247,
2020Q2,,S08000020,,S12000020,,Elective Inpatients,,245,482,1.967346939,,250,755,3.02,
2020Q3,,S08000020,,S12000020,,Elective Inpatients,,368,556,1.510869565,,370,977,2.640540541,
2020Q4,,S08000020,,S12000020,,Elective Inpatients,,447,1008,2.255033557,,460,1577,3.42826087,
2021Q1,,S08000020,,S12000020,,Elective Inpatients,,265,593,2.237735849,,270,820,3.037037037,
2021Q2,,S08000020,,S12000020,,Elective Inpatients,,316,767,2.42721519,,320,1221,3.815625,
2021Q3,,S08000020,,S12000020,,Elective Inpatients,,358,745,2.081005587,,369,1444,3.913279133,
2021Q4,,S08000020,,S12000020,,Elective Inpatients,,299,643,2.150501672,,305,1231,4.036065574,
2022Q1,,S08000020,,S12000020,,Elective Inpatients,,330,821,2.487878788,,337,1337,3.96735905,
2022Q2,,S08000020,,S12000020,,Elective Inpatients,,394,866,2.197969543,,395,1441,3.648101266,
2022Q3,p,S08000020,,S12000020,,Elective Inpatients,,334,816,2.443113772,,345,1285,3.724637681,
2017Q3,,S08000020,,S08000020,d,Elective Inpatients,,3162,7711,2.438646426,,3189,12565,3.940106616,
2017Q4,,S08000020,,S08000020,d,Elective Inpatients,,3056,7265,2.377290576,,3076,11628,3.78023407,
2018Q1,,S08000020,,S08000020,d,Elective Inpatients,,2653,6235,2.350169619,,2666,10978,4.117779445,
2018Q2,,S08000020,,S08000020,d,Elective Inpatients,,3151,7434,2.359251031,,3155,11474,3.636767036,
2018Q3,,S08000020,,S08000020,d,Elective Inpatients,,2980,6584,2.209395973,,3001,10853,3.61646118,
2018Q4,,S08000020,,S08000020,d,Elective Inpatients,,3121,6909,2.213713553,,3172,11729,3.697667087,
2019Q1,,S08000020,,S08000020,d,Elective Inpatients,,2893,6527,2.256135499,,2876,10012,3.481223922,
2019Q2,,S08000020,,S08000020,d,Elective Inpatients,,3103,6814,2.195939413,,3110,10832,3.482958199,
2019Q3,,S08000020,,S08000020,d,Elective Inpatients,,3123,6771,2.168107589,,3156,11446,3.626742712,
2019Q4,,S08000020,,S08000020,d,Elective Inpatients,,2896,5810,2.00621547,,2966,9626,3.245448415,
2020Q1,,S08000020,,S08000020,d,Elective Inpatients,,2554,5268,2.062646829,,2596,8970,3.455315871,
2020Q2,,S08000020,,S08000020,d,Elective Inpatients,,1260,2767,2.196031746,,1260,4399,3.491269841,
2020Q3,,S08000020,,S08000020,d,Elective Inpatients,,1820,3744,2.057142857,,1851,6416,3.466234468,
2020Q4,,S08000020,,S08000020,d,Elective Inpatients,,2094,4790,2.287488061,,2142,7577,3.537348273,
2021Q1,,S08000020,,S08000020,d,Elective Inpatients,,1523,3433,2.254103743,,1534,5653,3.685136897,
2021Q2,,S08000020,,S08000020,d,Elective Inpatients,,2053,4408,2.147101802,,2078,6829,3.286333013,
2021Q3,,S08000020,,S08000020,d,Elective Inpatients,,2016,4365,2.165178571,,2054,7489,3.646056475,
2021Q4,,S08000020,,S08000020,d,Elective Inpatients,,1877,3928,2.092701119,,1933,7137,3.692188308,
2022Q1,,S08000020,,S08000020,d,Elective Inpatients,,1988,4268,2.146881288,,2002,7131,3.561938062,
2022Q2,,S08000020,,S08000020,d,Elective Inpatients,,2221,4819,2.169743359,,2240,7797,3.480803571,
2022Q3,p,S08000020,,S08000020,d,Elective Inpatients,,2119,4760,2.246342614,,2173,8505,3.913943856,
2017Q3,,S08000031,,S12000045,,Elective Inpatients,,793,2336,2.945775536,,785,3405,4.337579618,
2017Q4,,S08000031,,S12000045,,Elective Inpatients,,917,2563,2.794983642,,924,3439,3.721861472,
2018Q1,,S08000031,,S12000045,,Elective Inpatients,,836,1968,2.354066986,,829,3142,3.790108565,
2018Q2,,S08000031,,S12000045,,Elective Inpatients,,892,2378,2.665919283,,880,3286,3.734090909,
2018Q3,,S08000031,,S12000045,,Elective Inpatients,,806,2420,3.00248139,,814,3198,3.928746929,
2018Q4,,S08000031,,S12000045,,Elective Inpatients,,728,1622,2.228021978,,745,3258,4.373154362,
2019Q1,,S08000031,,S12000045,,Elective Inpatients,,792,2148,2.712121212,,789,2874,3.642585551,
2019Q2,,S08000031,,S12000045,,Elective Inpatients,,798,1900,2.380952381,,804,2554,3.176616915,
2019Q3,,S08000031,,S12000045,,Elective Inpatients,,806,1873,2.32382134,,810,2656,3.279012346,
2019Q4,,S08000031,,S12000045,,Elective Inpatients,,823,1515,1.840826245,,820,2160,2.634146341,
2020Q1,,S08000031,,S12000045,,Elective Inpatients,,809,1631,2.016069221,,808,2181,2.699257426,
2020Q2,,S08000031,,S12000045,,Elective Inpatients,,302,872,2.887417219,,301,1078,3.581395349,
2020Q3,,S08000031,,S12000045,,Elective Inpatients,,545,1397,2.563302752,,541,1868,3.452865065,
2020Q4,,S08000031,,S12000045,,Elective Inpatients,,604,1640,2.715231788,,610,2134,3.498360656,
2021Q1,,S08000031,,S12000045,,Elective Inpatients,,502,1422,2.832669323,,500,1788,3.576,
2021Q2,,S08000031,,S12000045,,Elective Inpatients,,617,1392,2.256077796,,619,1912,3.088852989,
2021Q3,,S08000031,,S12000045,,Elective Inpatients,,566,2058,3.636042403,,565,2512,4.446017699,
2021Q4,,S08000031,,S12000045,,Elective Inpatients,,533,1224,2.296435272,,526,1504,2.859315589,
2022Q1,,S08000031,,S12000045,,Elective Inpatients,,539,1145,2.124304267,,540,1772,3.281481481,
2022Q2,,S08000031,,S12000045,,Elective Inpatients,,591,1636,2.768189509,,585,1967,3.362393162,
2022Q3,p,S08000031,,S12000045,,Elective Inpatients,,651,1450,2.22734255,,655,2570,3.923664122,
2017Q3,,S08000031,,S12000011,,Elective Inpatients,,609,1742,2.860426929,,620,2437,3.930645161,
2017Q4,,S08000031,,S12000011,,Elective Inpatients,,613,1438,2.345840131,,621,2023,3.257648953,
2018Q1,,S08000031,,S12000011,,Elective Inpatients,,569,1363,2.39543058,,568,2093,3.684859155,
2018Q2,,S08000031,,S12000011,,Elective Inpatients,,646,1714,2.653250774,,654,2323,3.551987768,
2018Q3,,S08000031,,S12000011,,Elective Inpatients,,666,1837,2.758258258,,677,2536,3.745937962,
2018Q4,,S08000031,,S12000011,,Elective Inpatients,,562,1734,3.085409253,,563,2119,3.763765542,
2019Q1,,S08000031,,S12000011,,Elective Inpatients,,593,1742,2.937605396,,595,2434,4.090756303,
2019Q2,,S08000031,,S12000011,,Elective Inpatients,,603,1558,2.583747927,,605,3941,6.514049587,
2019Q3,,S08000031,,S12000011,,Elective Inpatients,,606,1670,2.755775578,,600,2150,3.583333333,
2019Q4,,S08000031,,S12000011,,Elective Inpatients,,564,1764,3.127659574,,565,2284,4.042477876,
2020Q1,,S08000031,,S12000011,,Elective Inpatients,,544,1480,2.720588235,,540,1788,3.311111111,
2020Q2,,S08000031,,S12000011,,Elective Inpatients,,168,527,3.136904762,,160,812,5.075,
2020Q3,,S08000031,,S12000011,,Elective Inpatients,,344,817,2.375,,340,987,2.902941176,
2020Q4,,S08000031,,S12000011,,Elective Inpatients,,414,1065,2.572463768,,419,1375,3.281622912,
2021Q1,,S08000031,,S12000011,,Elective Inpatients,,380,683,1.797368421,,375,977,2.605333333,
2021Q2,,S08000031,,S12000011,,Elective Inpatients,,465,1074,2.309677419,,455,1307,2.872527473,
2021Q3,,S08000031,,S12000011,,Elective Inpatients,,429,1029,2.398601399,,425,1293,3.042352941,
2021Q4,,S08000031,,S12000011,,Elective Inpatients,,387,806,2.082687339,,390,1354,3.471794872,
2022Q1,,S08000031,,S12000011,,Elective Inpatients,,401,688,1.715710723,,405,1026,2.533333333,
2022Q2,,S08000031,,S12000011,,Elective Inpatients,,408,875,2.144607843,,406,1342,3.305418719,
2022Q3,p,S08000031,,S12000011,,Elective Inpatients,,488,1198,2.454918033,,490,1492,3.044897959,
2017Q3,,S08000031,,S12000049,,Elective Inpatients,,4090,11991,2.931784841,,4098,16155,3.942166911,
2017Q4,,S08000031,,S12000049,,Elective Inpatients,,4216,12088,2.867172676,,4248,16513,3.887241055,
2018Q1,,S08000031,,S12000049,,Elective Inpatients,,4039,11018,2.727902946,,3994,14951,3.743365048,
2018Q2,,S08000031,,S12000049,,Elective Inpatients,,4141,10669,2.576430814,,4151,15821,3.811370754,
2018Q3,,S08000031,,S12000049,,Elective Inpatients,,3722,10308,2.769478775,,3724,13532,3.633727175,
2018Q4,,S08000031,,S12000049,,Elective Inpatients,,3612,9402,2.602990033,,3639,12655,3.477603737,
2019Q1,,S08000031,,S12000049,,Elective Inpatients,,3877,9311,2.401599175,,3874,12421,3.206246773,
2019Q2,,S08000031,,S12000049,,Elective Inpatients,,3978,10458,2.628959276,,3976,13976,3.515090543,
2019Q3,,S08000031,,S12000049,,Elective Inpatients,,3766,9761,2.591874668,,3750,13089,3.4904,
2019Q4,,S08000031,,S12000049,,Elective Inpatients,,4018,9447,2.351169736,,4034,12880,3.192860684,
2020Q1,,S08000031,,S12000049,,Elective Inpatients,,3773,9394,2.489795918,,3763,11642,3.093808132,
2020Q2,,S08000031,,S12000049,,Elective Inpatients,,1557,4852,3.116249197,,1527,6323,4.140798952,
2020Q3,,S08000031,,S12000049,,Elective Inpatients,,2723,7334,2.69335292,,2711,10177,3.753965326,
2020Q4,,S08000031,,S12000049,,Elective Inpatients,,3064,7193,2.347584856,,3078,9278,3.014294997,
2021Q1,,S08000031,,S12000049,,Elective Inpatients,,2720,6663,2.449632353,,2694,9202,3.415738679,
2021Q2,,S08000031,,S12000049,,Elective Inpatients,,3160,8271,2.617405063,,3147,11048,3.510645059,
2021Q3,,S08000031,,S12000049,,Elective Inpatients,,2702,7121,2.635455218,,2687,9217,3.430219576,
2021Q4,,S08000031,,S12000049,,Elective Inpatients,,2601,7150,2.748942714,,2606,9774,3.750575595,
2022Q1,,S08000031,,S12000049,,Elective Inpatients,,2626,6791,2.586062452,,2601,9054,3.480968858,
2022Q2,,S08000031,,S12000049,,Elective Inpatients,,2633,6778,2.574249905,,2620,9137,3.48740458,
2022Q3,p,S08000031,,S12000049,,Elective Inpatients,,3062,7446,2.431743958,,3047,9948,3.264850673,
2017Q3,,S08000031,,S12000018,,Elective Inpatients,,613,2022,3.298531811,,614,2420,3.941368078,
2017Q4,,S08000031,,S12000018,,Elective Inpatients,,553,1906,3.446654611,,565,2488,4.403539823,
2018Q1,,S08000031,,S12000018,,Elective Inpatients,,569,1631,2.866432337,,560,1834,3.275,
2018Q2,,S08000031,,S12000018,,Elective Inpatients,,657,2018,3.071537291,,660,2615,3.962121212,
2018Q3,,S08000031,,S12000018,,Elective Inpatients,,580,1558,2.686206897,,586,1913,3.264505119,
2018Q4,,S08000031,,S12000018,,Elective Inpatients,,568,1755,3.089788732,,567,2282,4.024691358,
2019Q1,,S08000031,,S12000018,,Elective Inpatients,,630,1925,3.055555556,,640,2249,3.5140625,
2019Q2,,S08000031,,S12000018,,Elective Inpatients,,536,1643,3.065298507,,530,1963,3.703773585,
2019Q3,,S08000031,,S12000018,,Elective Inpatients,,558,1572,2.817204301,,575,2548,4.431304348,
2019Q4,,S08000031,,S12000018,,Elective Inpatients,,558,1859,3.331541219,,560,2039,3.641071429,
2020Q1,,S08000031,,S12000018,,Elective Inpatients,,514,1696,3.299610895,,505,2226,4.407920792,
2020Q2,,S08000031,,S12000018,,Elective Inpatients,,119,703,5.907563025,,105,622,5.923809524,
2020Q3,,S08000031,,S12000018,,Elective Inpatients,,305,939,3.078688525,,290,1302,4.489655172,
2020Q4,,S08000031,,S12000018,,Elective Inpatients,,396,1095,2.765151515,,400,1556,3.89,
2021Q1,,S08000031,,S12000018,,Elective Inpatients,,280,829,2.960714286,,275,1103,4.010909091,
2021Q2,,S08000031,,S12000018,,Elective Inpatients,,424,1160,2.735849057,,415,1407,3.390361446,
2021Q3,,S08000031,,S12000018,,Elective Inpatients,,382,1205,3.154450262,,370,1396,3.772972973,
2021Q4,,S08000031,,S12000018,,Elective Inpatients,,391,1150,2.941176471,,400,1784,4.46,
2022Q1,,S08000031,,S12000018,,Elective Inpatients,,376,1022,2.718085106,,365,1327,3.635616438,
2022Q2,,S08000031,,S12000018,,Elective Inpatients,,341,1123,3.293255132,,350,1669,4.768571429,
2022Q3,p,S08000031,,S12000018,,Elective Inpatients,,420,1331,3.169047619,,420,1667,3.969047619,
2017Q3,,S08000031,,S08000031,d,Elective Inpatients,,8041,23730,2.951125482,,8035,32572,4.053764779,
2017Q4,,S08000031,,S08000031,d,Elective Inpatients,,8194,22923,2.797534782,,8287,32018,3.863641849,
2018Q1,,S08000031,,S08000031,d,Elective Inpatients,,7871,20903,2.655698132,,7825,28956,3.700447284,
2018Q2,,S08000031,,S08000031,d,Elective Inpatients,,8339,21676,2.59935244,,8356,31148,3.727620871,
2018Q3,,S08000031,,S08000031,d,Elective Inpatients,,7843,20938,2.669641719,,7889,27847,3.529851692,
2018Q4,,S08000031,,S08000031,d,Elective Inpatients,,7280,19301,2.651236264,,7334,26962,3.676302154,
2019Q1,,S08000031,,S08000031,d,Elective Inpatients,,7764,19827,2.553709428,,7778,26244,3.374132168,
2019Q2,,S08000031,,S08000031,d,Elective Inpatients,,7718,20080,2.601710288,,7736,28655,3.704110651,
